epoch,train_loss,train_acc,val_loss,val_acc
1,0.03390775958100955,0.9897833333333333,0.08091317614438012,0.9752
2,0.026071749038497606,0.9921333333333333,0.08175488423560746,0.9765
3,0.021309038584927716,0.9933833333333333,0.0856964592424687,0.9765
4,0.018470464787632226,0.9940833333333333,0.09221936273579485,0.9746
5,0.016686675808082023,0.9945333333333334,0.09449226934299804,0.9753
