epoch,train_loss,train_acc,val_loss,val_acc
1,0.048545454275608066,0.9849,0.07726178748458624,0.9765
2,0.03173646557331085,0.9903666666666666,0.08140991189535707,0.977
3,0.02639906968077024,0.992,0.08156650910894386,0.9766
4,0.022596741497516632,0.9929333333333333,0.08573758331565186,0.976
5,0.019496080015103022,0.9944,0.09132498603702989,0.9742
