epoch,train_loss,train_acc,val_loss,val_acc
1,0.10087424495220185,0.9710166666666666,0.09610068778693676,0.9715
2,0.056619165523846944,0.9830666666666666,0.09007030872926115,0.9742
3,0.04571488714814186,0.9858333333333333,0.08868389569632709,0.9743
4,0.03865337343116601,0.9882166666666666,0.08729129581497982,0.9753
5,0.033320136824250224,0.9894833333333334,0.08894945572623983,0.9745
