step,loss,hidden_0_n0,hidden_0_n1,hidden_0_n2,hidden_0_n3,hidden_0_n4,hidden_0_n5,hidden_0_n6,hidden_0_n7,hidden_0_n8,hidden_0_n9,hidden_0_n10,hidden_0_n11,hidden_0_n12,hidden_0_n13,hidden_0_n14,hidden_0_n15,hidden_0_n16,hidden_0_n17,hidden_0_n18,hidden_0_n19,hidden_0_n20,hidden_0_n21,hidden_0_n22,hidden_0_n23,hidden_0_n24,hidden_0_n25,hidden_0_n26,hidden_0_n27,hidden_0_n28,hidden_0_n29,hidden_0_n30,hidden_0_n31,hidden_0_n32,hidden_0_n33,hidden_0_n34,hidden_0_n35,hidden_0_n36,hidden_0_n37,hidden_0_n38,hidden_0_n39,hidden_0_n40,hidden_0_n41,hidden_0_n42,hidden_0_n43,hidden_0_n44,hidden_0_n45,hidden_0_n46,hidden_0_n47,hidden_0_n48,hidden_0_n49,hidden_0_n50,hidden_0_n51,hidden_0_n52,hidden_0_n53,hidden_0_n54,hidden_0_n55,hidden_0_n56,hidden_0_n57,hidden_0_n58,hidden_0_n59,hidden_0_n60,hidden_0_n61,hidden_0_n62,hidden_0_n63,hidden_0_n64,hidden_0_n65,hidden_0_n66,hidden_0_n67,hidden_0_n68,hidden_0_n69,hidden_0_n70,hidden_0_n71,hidden_0_n72,hidden_0_n73,hidden_0_n74,hidden_0_n75,hidden_0_n76,hidden_0_n77,hidden_0_n78,hidden_0_n79,hidden_0_n80,hidden_0_n81,hidden_0_n82,hidden_0_n83,hidden_0_n84,hidden_0_n85,hidden_0_n86,hidden_0_n87,hidden_0_n88,hidden_0_n89,hidden_0_n90,hidden_0_n91,hidden_0_n92,hidden_0_n93,hidden_0_n94,hidden_0_n95,hidden_0_n96,hidden_0_n97,hidden_0_n98,hidden_0_n99,hidden_0_n100,hidden_0_n101,hidden_0_n102,hidden_0_n103,hidden_0_n104,hidden_0_n105,hidden_0_n106,hidden_0_n107,hidden_0_n108,hidden_0_n109,hidden_0_n110,hidden_0_n111,hidden_0_n112,hidden_0_n113,hidden_0_n114,hidden_0_n115,hidden_0_n116,hidden_0_n117,hidden_0_n118,hidden_0_n119,hidden_0_n120,hidden_0_n121,hidden_0_n122,hidden_0_n123,hidden_0_n124,hidden_0_n125,hidden_0_n126,hidden_0_n127,hidden_1_n0,hidden_1_n1,hidden_1_n2,hidden_1_n3,hidden_1_n4,hidden_1_n5,hidden_1_n6,hidden_1_n7,hidden_1_n8,hidden_1_n9,hidden_1_n10,hidden_1_n11,hidden_1_n12,hidden_1_n13,hidden_1_n14,hidden_1_n15,hidden_1_n16,hidden_1_n17,hidden_1_n18,hidden_1_n19,hidden_1_n20,hidden_1_n21,hidden_1_n22,hidden_1_n23,hidden_1_n24,hidden_1_n25,hidden_1_n26,hidden_1_n27,hidden_1_n28,hidden_1_n29,hidden_1_n30,hidden_1_n31,hidden_1_n32,hidden_1_n33,hidden_1_n34,hidden_1_n35,hidden_1_n36,hidden_1_n37,hidden_1_n38,hidden_1_n39,hidden_1_n40,hidden_1_n41,hidden_1_n42,hidden_1_n43,hidden_1_n44,hidden_1_n45,hidden_1_n46,hidden_1_n47,hidden_1_n48,hidden_1_n49,hidden_1_n50,hidden_1_n51,hidden_1_n52,hidden_1_n53,hidden_1_n54,hidden_1_n55,hidden_1_n56,hidden_1_n57,hidden_1_n58,hidden_1_n59,hidden_1_n60,hidden_1_n61,hidden_1_n62,hidden_1_n63,logit_0,logit_1,logit_2,logit_3,logit_4,logit_5,logit_6,logit_7,logit_8,logit_9
98,0.022302,-0.913987,-0.266626,-1.170363,0.093436,-0.77114,1.990875,1.466624,-3.13049,2.093906,0.558794,-3.714098,-4.297687,0.201856,1.590034,-0.862057,0.263731,-2.118317,-1.128996,-1.593091,4.398055,2.857006,-1.485169,3.749298,-3.887011,0.016823,-1.603132,1.141884,2.829243,1.809483,-1.811466,1.362572,1.405428,2.163077,1.59073,0.250709,1.012307,0.701076,0.392894,0.429117,-3.803964,0.627183,-2.136625,-1.499882,2.374703,0.422408,2.128694,1.214009,-0.43416,3.899635,2.044259,0.985652,1.553234,1.838293,0.717365,3.916078,0.104079,-1.008685,-0.147491,-1.400405,-2.589577,-3.91086,-2.038054,-2.579496,1.630125,1.493474,1.317639,0.637606,2.296146,0.444317,1.222628,2.192638,-1.299973,-5.728631,3.553712,-1.953295,-0.186143,0.405047,-0.010622,1.390021,0.44715,-4.927087,0.012824,0.02932,-1.031775,1.896831,0.240602,-4.273419,0.644419,3.746364,-0.275495,-1.79278,0.319882,-1.412862,-1.460812,3.594736,3.17981,2.337165,0.513158,-0.353739,2.200978,-1.781538,0.573183,2.194581,-0.826113,-2.692427,3.186243,0.273111,1.971558,-0.08888,-1.394718,-1.211538,5.514142,-2.815779,-0.464878,4.053099,0.897342,-3.069385,2.008343,1.557125,-0.736298,-0.315746,-0.099208,-5.496022,4.190956,-3.123329,0.663995,-2.377633,-0.902047,2.312265,2.408585,2.520696,4.407722,-3.076309,2.963763,-1.398361,4.90424,4.317383,-1.646244,4.319346,-1.421359,2.762399,0.498846,3.059977,-2.684413,2.805747,2.530598,1.933194,-3.636374,0.275908,2.190988,1.707457,0.253874,0.234695,-4.595908,2.69808,3.951377,4.013162,2.735481,5.50621,2.794301,3.62823,2.099058,2.01294,-2.41724,2.857884,1.278761,3.445969,3.667427,-1.770661,6.544157,6.599105,2.006038,2.524806,2.906577,5.036444,4.124476,2.953144,3.424848,3.778542,0.495028,0.819967,4.058028,0.607929,3.027386,2.332793,1.143319,2.694455,1.743764,1.862386,0.538489,5.812269,0.939433,-5.67957,-3.934821,-2.427712,-1.764557,-5.924269,-3.436191,-7.14587,-2.962337,-2.560455,-0.233088
99,0.027179,-0.971822,-1.257838,-1.10046,0.521683,-1.209294,1.509417,0.959115,-3.129053,1.744486,0.785994,-4.526915,-4.769099,0.553642,1.110476,-0.963232,0.47946,-2.724859,-0.610179,-0.511168,4.152077,2.569337,-1.228674,4.174458,-4.569397,-0.175676,-1.606088,0.944679,2.775419,2.252493,-1.74284,1.845683,1.234305,2.036459,0.720752,-0.060552,0.976691,0.46825,0.708511,1.050192,-4.224048,1.102141,-2.190054,-2.001427,2.714455,0.261166,2.296566,0.73434,-0.006429,3.18317,2.439482,1.006256,1.415299,1.641563,1.607806,4.330076,-0.688267,0.156871,-1.45916,-1.192292,-2.704595,-4.318784,-2.861356,-1.946354,2.474583,-0.504267,0.655062,-0.687491,1.373626,0.8895,1.814976,2.083789,-1.431029,-4.493195,3.950486,-2.844223,0.180076,-0.580843,-0.259466,1.711409,-0.149299,-5.406491,-0.119939,0.366447,-0.816522,1.652825,1.024391,-4.361172,0.632143,3.406854,-0.218123,-2.37773,0.112021,-0.841253,-1.614797,2.89841,2.087028,1.632756,0.12804,0.357513,2.593017,-2.134943,-0.067711,2.174303,-0.135616,-2.624294,2.307361,0.59967,1.969967,0.811976,-1.746207,-1.420214,4.634776,-3.386879,-0.671055,4.334566,1.001269,-2.941508,2.010588,1.108075,-0.582325,-1.229529,-0.8501,-5.639874,3.784285,-2.719205,0.219347,-3.707716,-0.04013,2.391659,3.63725,1.865047,3.794533,-1.578256,2.577815,-0.56404,4.434911,5.086546,-1.917724,4.892117,0.287143,3.176388,0.596316,2.373212,-3.987772,2.224285,2.146407,1.872855,-3.468909,0.555433,2.773745,1.708292,-0.594258,0.34503,-5.056165,2.548739,3.733956,3.7519,2.29634,4.626493,2.878366,4.675167,1.36249,1.564939,-2.578979,1.703463,1.568532,4.435133,3.178241,-0.87366,5.320551,6.911557,2.16239,1.803473,2.735033,4.907126,4.304918,3.013225,3.037992,4.265471,0.139465,0.827801,3.595689,1.678423,2.703503,0.902624,1.099115,1.794723,2.989866,2.043908,0.795225,5.732246,1.021178,-5.625927,-3.226521,-1.206388,-1.860311,-6.515399,-2.659353,-5.201088,-3.678224,-3.031104,-2.417918
100,0.010681,-0.642184,-0.738523,-1.00925,0.593234,-0.459591,1.855269,0.968331,-3.125474,1.919034,0.57795,-4.108478,-4.51293,0.382582,1.78343,-0.637739,-0.300047,-2.213761,-0.668722,-0.937687,4.375689,2.632822,-0.920035,4.008981,-4.329314,0.103718,-1.575375,1.15398,2.567971,1.460107,-1.089002,1.73129,1.259691,2.14924,1.187581,0.243074,0.886907,1.54265,0.522934,0.925076,-3.380057,1.005917,-2.187981,-1.543344,2.459277,0.396564,2.181334,0.933638,-0.617956,3.332016,2.177121,1.231338,1.859229,1.842862,1.024102,4.27103,-0.128168,-0.530183,-0.369113,-1.62527,-2.581473,-4.299593,-2.453149,-2.227339,2.147404,0.742479,0.628324,-0.571495,1.854559,0.693058,1.405524,2.217469,-1.868496,-5.234343,3.789192,-2.813989,-0.281445,0.02924,0.005436,1.527597,0.023921,-5.452771,0.170453,0.290673,-1.229789,2.271296,0.254094,-4.128391,0.673692,3.627129,0.205056,-1.882324,-0.004132,-1.020257,-1.432981,3.610396,2.706427,2.097865,0.691555,-0.149104,2.344836,-1.925683,0.384456,2.410799,-0.665256,-2.694203,3.216852,-0.036879,1.93598,0.130999,-1.105936,-1.381687,5.008901,-3.470229,-0.349121,4.255891,1.001276,-3.203378,1.951931,1.210113,-0.809455,-0.847014,-0.204636,-5.280478,3.848173,-2.977838,0.644353,-2.480696,-0.9074,2.615699,2.335452,1.736276,4.328122,-3.264611,2.857648,-0.515417,4.901308,4.884128,-2.098513,4.461219,-0.945287,3.208358,0.73085,2.630337,-3.079003,2.571563,2.099332,2.077819,-3.854574,0.657854,3.09285,1.672915,-0.280522,0.210538,-4.796342,2.761825,3.776479,3.778918,3.175494,5.248502,3.099872,4.499751,1.797966,2.238227,-2.361939,2.342594,1.692837,4.036929,3.742683,-1.134972,5.99546,7.020629,2.319719,2.143286,2.685272,5.664938,3.600796,2.887921,3.236082,3.732796,-0.003572,0.567439,4.188097,1.647902,2.675021,1.7967,0.834799,2.995987,1.65418,1.940306,0.220817,6.302049,0.8163,-6.357529,-3.911886,-2.026745,-0.450373,-7.33029,-2.685687,-6.895891,-3.257256,-2.636561,-0.907363
101,0.00962,-0.859631,-0.860041,-1.02145,0.56617,-0.986525,1.801195,1.300217,-3.076207,1.55464,0.772746,-4.770403,-4.942914,0.396906,1.26044,-0.655546,0.125554,-2.021995,-0.598804,-0.694683,4.332362,2.844292,-1.026435,4.011843,-4.279815,0.439156,-1.014868,1.130419,2.434994,1.632644,-1.44056,1.578289,1.146102,2.019678,1.275056,0.355014,0.851421,0.658772,0.957073,0.9043,-3.256681,0.896246,-2.160098,-2.151237,2.678313,0.487273,2.362522,1.112597,-0.568805,3.34512,2.138905,0.948266,1.773654,1.869865,1.23269,4.013915,-0.040847,0.065155,-0.924791,-1.184444,-2.646987,-4.41609,-2.972352,-1.67162,2.249146,0.526328,1.319675,-1.111149,1.934255,0.824663,1.49195,2.243685,-1.729904,-4.73895,3.953494,-2.175796,0.196948,0.036571,-0.273669,1.858714,0.143974,-5.233772,0.055355,-0.134628,-1.392694,1.863042,0.815734,-4.196938,0.482683,3.50139,0.343441,-2.305096,0.594394,-1.152471,-1.486062,3.615753,2.423646,1.775941,0.299709,0.393072,2.600142,-2.328771,0.11983,2.463448,-0.363576,-2.652571,3.018964,0.441926,1.970117,0.42102,-1.234675,-1.425645,4.900866,-3.489838,-0.282974,3.979296,0.504426,-2.860309,1.648136,1.412883,-0.60136,-1.011626,-0.809987,-5.281194,3.360843,-2.923335,0.600248,-2.873777,-0.170341,2.154259,2.805293,2.19365,3.905604,-2.294665,2.48015,-0.51385,4.558455,5.031744,-1.715187,4.913538,-0.478376,3.19582,0.449662,2.523977,-3.381229,2.604909,2.20903,2.116255,-3.376258,0.414429,2.523856,1.355088,-0.543475,0.144356,-4.75178,2.578057,4.173687,3.676543,2.932501,4.949043,2.769064,4.283095,1.509774,1.909244,-2.746912,2.450222,1.220211,3.892776,2.989075,-0.769038,5.910271,6.829472,2.119234,2.10887,3.105784,5.195421,3.821513,3.384226,3.184422,4.15804,0.090355,0.822501,3.688258,1.505382,3.018656,1.387199,1.04366,2.38173,2.07279,2.054986,0.350907,5.737895,1.119172,-5.997764,-3.965336,-2.010133,-1.474777,-6.405399,-2.148482,-5.817902,-3.654258,-2.166646,-1.380644
102,0.015207,-0.642075,-1.143376,-0.524725,0.302958,-0.821717,1.746269,1.156256,-3.090067,1.710255,0.766118,-4.566021,-5.087903,0.291951,1.497156,-0.529704,0.19334,-2.344057,-0.676354,-1.089877,4.276604,2.768506,-0.849376,3.986677,-3.810471,-0.052984,-1.687875,0.816841,2.56628,1.93336,-1.571772,1.747094,1.528041,1.708503,0.403712,-0.279079,1.075485,1.045919,0.733443,1.115706,-3.355133,0.935814,-2.097383,-1.886016,2.569928,0.217845,2.265678,1.119009,-0.216401,3.359761,2.148957,0.70325,1.359757,1.771059,1.11092,4.124069,-0.44565,-0.092581,-0.842073,-1.077781,-2.643325,-4.329336,-2.743761,-2.205229,2.115253,-0.34084,1.194596,-0.985609,1.676671,0.418698,1.50521,1.898703,-1.673769,-5.103401,3.653871,-2.474546,0.246682,-0.633722,0.218326,1.689868,0.28174,-5.627748,0.088232,-0.168151,-1.130975,1.490386,0.923828,-4.226893,0.839,3.808889,0.082188,-1.789956,0.482525,-1.177826,-1.369339,3.125791,2.335633,1.947574,0.171764,0.093192,2.41052,-2.318031,-0.050504,2.193429,-0.317587,-2.669907,2.760248,-0.072534,2.220787,0.222172,-1.355799,-1.554843,4.941635,-3.136253,-0.884483,4.080595,0.588266,-2.981981,1.854589,1.358618,-0.670271,-1.387996,-0.89598,-5.330512,3.767869,-2.652114,0.378628,-3.05274,-0.58205,2.403649,3.203132,1.783811,4.140095,-2.185786,3.022985,-0.617279,4.453166,4.793541,-1.792766,4.81991,-0.498441,2.972141,0.862674,2.686268,-3.791715,2.889954,2.329195,1.906997,-3.55081,0.262965,2.440152,1.073915,-0.174662,-0.490087,-4.712495,2.579054,3.664502,3.832337,2.67554,4.487567,2.965125,4.003891,1.284849,2.09356,-2.547119,2.263802,1.321851,4.311,3.410555,-0.905001,5.830729,6.664351,1.861154,1.897589,3.122256,5.229327,4.160383,2.834125,3.249911,3.947652,0.178041,0.523028,4.146668,1.454227,3.091568,1.306384,1.265385,2.499397,2.477023,2.084199,0.688705,5.668092,1.350778,-5.48386,-4.372334,-1.865237,-1.184448,-6.650032,-2.233493,-6.054208,-3.361862,-3.305193,-1.141265
103,0.025288,-0.891336,-0.564223,-1.089198,0.414165,-0.576343,2.305752,1.282315,-3.039145,0.788493,0.717978,-3.664313,-5.529849,0.595727,1.579862,-0.511436,-0.26389,-2.790438,-0.854842,-0.930865,4.448301,2.914073,-1.071891,3.719865,-3.352312,0.26758,-0.393378,1.065109,2.18727,1.411875,-1.662584,1.729884,1.795046,2.051456,1.07954,0.808277,0.851418,1.39656,1.221545,0.833463,-2.7738,1.36428,-2.114026,-1.858324,2.184833,0.311999,2.488108,1.531871,-0.662335,3.565165,2.132888,0.822763,1.4921,1.907429,0.963641,3.853341,-0.461821,-0.077914,-0.752368,-1.444521,-2.470098,-3.776548,-2.518419,-1.751191,2.115239,0.308058,1.489366,-1.549184,1.967428,0.650955,1.420652,2.060607,-1.328626,-3.732762,3.320071,-2.078693,0.205009,-0.625699,0.077627,1.966685,0.558111,-5.511715,-0.625344,0.194149,-1.464578,2.095728,0.356815,-3.720837,0.982651,3.443951,0.381965,-2.410877,0.858344,-1.022672,-1.214375,3.390628,2.64399,2.080348,0.627141,-0.3262,1.984099,-3.088676,0.498623,2.245693,-0.31562,-2.614685,2.898581,0.311636,2.124454,0.271264,-1.160004,-1.68698,4.952066,-2.75865,-0.096402,3.74181,0.505497,-2.737832,1.489293,1.182122,-0.865728,-1.16757,-0.456176,-5.57128,3.291077,-2.68593,0.314182,-2.933502,-0.932271,2.392169,2.763248,1.949119,3.83838,-2.257739,3.243319,-0.928575,4.609022,4.197642,-1.380661,4.40886,-0.978322,2.830132,0.498519,3.104396,-3.25075,2.921451,2.547482,2.232532,-3.40514,0.885523,2.102792,1.122533,-0.085739,-0.25832,-4.641732,2.628868,4.174795,3.605943,2.397348,4.904274,2.923803,3.941286,1.101388,1.956284,-2.870996,2.815793,0.729765,3.38712,3.539992,-0.584015,6.389198,6.115841,1.934052,2.182998,3.181458,4.673337,3.687214,3.129739,3.202774,3.697148,0.611194,0.484116,4.091662,1.017045,3.11018,2.029023,1.277095,2.462125,2.012773,1.891103,0.180462,5.436318,1.141752,-5.247925,-4.254785,-2.719559,-1.725933,-5.545695,-3.064599,-6.125231,-2.455776,-3.210031,-0.69242
104,0.015057,-0.463438,-1.023335,-1.008342,0.524098,-1.089141,1.964809,1.360132,-3.066432,1.258855,0.70931,-4.362362,-5.10261,0.578148,1.116555,-0.867224,0.085445,-2.838898,-0.940133,-0.815813,4.227172,2.591632,-1.273828,4.076479,-4.522392,-0.245408,-0.971313,0.757309,2.23889,1.776514,-1.55317,1.752455,1.378644,2.056745,1.031265,0.535777,0.690255,1.185921,0.944079,0.899269,-3.545512,0.816714,-2.093616,-1.864341,2.626532,0.111921,2.156398,1.021192,-0.141819,3.232411,2.354344,0.839534,1.200606,1.908268,1.412547,3.992136,-0.287498,-0.057179,-1.073116,-1.248875,-2.633067,-4.088871,-2.744958,-2.228712,2.17027,0.412175,0.716458,-1.166804,1.671043,0.671201,1.647184,2.086681,-1.760985,-4.88768,3.817085,-2.550042,0.115865,-0.438741,-0.464952,1.649431,-0.169429,-5.612622,-0.449671,0.372493,-1.068674,1.933112,0.831531,-4.078791,0.951862,3.387321,-0.073466,-2.023304,0.301103,-1.450394,-1.235734,3.573292,2.46356,1.599618,0.564125,-0.217248,2.446024,-2.629193,0.098386,2.048235,-0.492277,-2.653432,2.567116,0.26067,2.104791,0.323731,-1.568308,-1.602654,4.766851,-3.283767,-0.52497,4.221248,0.717676,-3.32662,1.432667,1.111056,-0.744333,-1.411609,-0.802354,-5.516103,3.392987,-2.690303,0.343944,-3.168993,-0.240076,2.181688,2.947641,2.192024,3.777606,-2.634087,2.579684,-0.639579,4.617742,4.714351,-2.156971,4.797357,-0.2178,3.163535,0.636516,2.419677,-3.158985,2.430921,2.107138,1.943033,-3.230329,0.521501,2.546428,1.743921,-0.33302,0.510247,-4.785738,2.258338,4.018237,3.447687,2.296931,5.022331,2.817404,4.578135,1.543554,1.842317,-2.955232,2.40959,1.207394,3.910358,2.883767,-0.343796,5.912394,6.43633,2.143854,2.199461,3.078964,4.856932,4.042326,3.242606,3.049624,4.070953,0.391604,1.014501,3.421992,1.438727,2.767816,1.375434,1.043383,2.121934,2.252997,2.108526,0.39934,5.745131,1.301519,-6.145605,-3.391885,-1.708867,-2.020757,-6.044023,-2.598385,-5.411263,-3.313669,-2.586866,-1.889436
105,0.015109,-0.622787,-0.947632,-0.707353,0.3469,-0.941537,1.468687,1.010292,-3.045387,1.692923,0.920874,-4.233831,-4.429438,0.323187,1.478579,-0.625713,0.345976,-2.558236,-0.138515,-0.898645,4.170208,2.593167,-1.72037,4.081682,-4.693572,0.303861,-1.366434,0.926567,2.407042,1.943627,-1.345027,1.694404,1.24305,2.163565,1.0232,0.064695,0.60327,0.857296,0.608863,0.722381,-3.43504,1.028224,-2.138385,-2.057158,2.290074,0.492351,2.109019,0.939046,-0.302134,3.064482,2.011683,1.078161,1.307083,1.655407,1.259333,4.22422,-0.318954,-0.133315,-0.914833,-1.489544,-2.653675,-3.818254,-2.548855,-1.358831,2.226686,0.477769,0.826509,-0.618719,1.789479,0.879191,1.682266,2.244988,-1.938692,-4.554327,4.035031,-2.53076,0.103536,-0.209378,-0.433517,1.61264,-0.154355,-4.860884,-0.018689,-0.281844,-1.057433,1.684573,0.832647,-3.540734,0.675703,3.758306,0.022856,-2.096495,-0.051524,-1.501682,-0.981696,2.915345,2.222232,2.044898,0.480162,-0.026904,2.390839,-2.15873,0.061982,2.228345,-0.14847,-2.583056,2.656339,0.389667,1.764824,0.296123,-1.289059,-1.134097,4.674423,-3.59254,-0.260201,4.326998,1.036258,-3.118017,1.64821,1.268458,-0.596813,-0.910024,-0.716902,-5.687102,3.744632,-2.646905,0.295061,-3.125143,-0.397602,2.44034,3.286574,2.183333,3.718418,-2.254598,2.71908,-0.219918,4.593745,4.70079,-2.095699,4.779366,-0.080544,2.979492,0.740622,2.510373,-3.028183,2.459893,2.505462,1.827708,-3.516792,0.585547,2.54142,2.162728,-0.401519,0.116607,-4.792211,2.737805,3.970647,3.643456,2.525701,4.833345,3.014426,4.409503,1.679276,1.997951,-2.574147,2.197927,1.613759,4.038577,3.358339,-1.280018,5.795038,6.379502,1.762666,2.242347,2.77888,4.720096,4.212783,3.131911,3.228566,4.230307,0.438613,0.951007,3.880936,1.490693,2.869361,1.604468,0.958252,2.162597,2.580962,2.047235,0.77684,5.458276,1.235184,-5.749253,-3.480053,-1.943336,-1.970329,-5.643548,-3.401284,-5.808205,-3.504105,-3.145373,-1.648273
106,0.010088,-1.039273,-0.572285,-1.132622,0.310964,-0.99193,2.057839,1.344756,-3.137349,1.947793,0.394433,-4.367466,-5.146746,0.753396,1.238208,-0.677414,0.285478,-2.436475,-1.040707,-1.079426,4.334741,2.989358,-1.531777,3.881825,-3.805133,0.315312,-1.371708,1.400327,2.658771,1.791966,-1.847412,1.761883,1.359313,1.955105,1.379002,0.163684,1.202878,0.756335,0.780641,0.939122,-3.294541,0.997354,-2.130305,-2.243806,2.826538,0.313361,2.410109,1.16117,-0.935275,3.623318,2.237403,1.024212,1.931093,1.67803,0.947628,3.905884,-0.156192,-0.18324,-1.128964,-0.786475,-2.645282,-4.346802,-3.034665,-1.911762,2.123028,0.297212,1.8554,-0.552622,2.147766,0.682098,1.438543,2.278414,-1.491662,-5.210605,3.424689,-1.826462,0.48285,0.138925,0.121821,1.83206,0.760025,-5.720644,-0.23034,-0.002763,-1.010361,1.866107,0.643124,-4.059134,0.622695,3.660178,0.339769,-2.286272,0.938008,-1.216738,-1.83111,3.288793,2.512283,1.992757,0.154522,0.2735,2.395914,-2.169006,0.089743,2.654554,-0.242031,-2.750252,3.080374,0.491689,1.923466,0.462869,-1.562525,-1.044186,5.244565,-3.007906,-0.21594,3.741516,0.625505,-2.54729,1.929457,1.63765,-0.491695,-1.159522,-0.586045,-5.434875,3.677717,-3.006515,0.485809,-3.178251,-0.249959,2.014323,2.868627,2.381009,4.290633,-1.941727,2.848717,-1.012009,4.732143,4.668543,-1.550712,4.759096,-1.092064,2.951905,0.201941,2.794453,-3.580518,2.96668,2.505795,2.053933,-3.255418,-0.142324,2.199966,0.848857,-0.276503,0.257945,-4.752829,2.934194,4.243674,4.006915,3.101361,4.875814,2.978439,3.624156,1.507471,1.892542,-2.257933,2.464956,0.870865,3.685,3.190764,-1.192544,6.187169,6.671787,2.114003,2.273484,3.31037,5.243654,3.914635,3.381678,3.469848,4.140687,0.171926,0.890051,3.909464,1.063907,3.244289,1.858009,1.308634,2.382754,2.325967,1.806742,0.405425,5.564249,0.995608,-5.542122,-4.822244,-2.284233,-1.64363,-6.069593,-2.749442,-6.088524,-3.737946,-2.247314,-0.503156
107,0.016879,-1.060167,-0.653975,-0.755516,0.503064,-1.352436,1.475678,1.467865,-3.132606,1.75258,0.525578,-5.277347,-5.276562,0.370343,1.495371,-0.412812,0.59387,-2.055602,-0.514418,-1.033507,4.113287,2.763268,-0.785484,3.938184,-4.15869,0.342947,-1.203515,0.94033,2.731775,1.807915,-1.902729,1.409318,1.231086,2.231208,1.374126,-0.050985,0.777803,0.846172,0.835554,0.943947,-4.300405,0.979659,-2.163159,-2.075741,2.416398,0.756868,2.053044,1.482659,0.071939,3.246252,2.443381,1.283439,1.609662,1.994456,1.015674,4.202035,0.04102,-0.217797,-1.240567,-0.979426,-2.671454,-4.578518,-2.890001,-1.936889,2.100486,0.340327,1.092075,-0.648236,1.569459,0.908631,1.538904,2.280279,-1.282718,-5.141577,3.779973,-2.404263,0.264214,0.003477,-0.079703,1.607977,0.278441,-5.537683,-0.160932,0.303787,-1.113903,1.95468,0.963266,-4.472382,0.406204,3.709708,-0.448884,-2.393547,0.673125,-1.033678,-1.678434,3.335371,2.381562,1.66712,0.124655,-0.061506,2.170183,-2.158447,0.023142,2.443002,-0.376166,-2.681463,2.834549,0.629785,1.893982,0.119215,-1.96555,-1.252936,4.903159,-3.71011,-0.040171,3.965972,0.898666,-3.344222,1.857966,1.311991,-0.526033,-1.218084,-0.702881,-5.972335,3.976641,-2.607983,0.367429,-3.001869,-0.367599,2.385706,3.033397,1.810651,4.287511,-2.523221,2.781516,-0.333354,4.912643,5.078727,-1.976482,4.782827,-0.573831,3.086422,0.333903,2.55696,-3.572918,2.79077,2.087385,2.178726,-3.458705,0.337947,2.921666,1.022027,-0.235136,0.128914,-4.703275,2.911759,4.182493,3.691425,3.124375,4.712062,3.032088,4.367914,1.367875,2.163504,-2.702766,2.201841,1.081409,4.172493,3.373864,-0.80446,5.902268,7.008374,2.116829,1.740365,2.954789,5.294412,4.086365,2.832716,3.316523,3.776055,0.070364,0.494456,3.853186,1.826513,2.851356,1.492965,1.349235,2.409245,2.405199,1.834589,0.435642,5.971879,1.109503,-5.977878,-4.373224,-1.218203,-0.953639,-7.085877,-2.291911,-6.345258,-3.456618,-2.790756,-1.491554
108,0.012598,-0.625076,-0.907045,-1.081971,0.682747,-0.785241,1.587626,1.382879,-3.12535,1.63011,0.780754,-4.529371,-4.776263,0.016553,1.540136,-0.576177,0.395344,-2.579342,-0.588406,-0.771692,4.208079,2.608973,-0.671556,3.994568,-4.110411,0.19479,-1.222849,1.062213,2.513017,1.800669,-1.103601,1.495412,1.26463,2.113621,1.079845,-0.083693,0.704574,0.928918,0.735627,0.86353,-3.465244,0.796013,-2.193955,-1.740435,2.423957,0.636981,2.114355,1.149485,-0.146774,3.376179,2.033752,0.938055,1.598105,1.727079,1.175338,4.123338,-0.24509,-0.190764,-0.551452,-1.523937,-2.609324,-4.502319,-2.610625,-2.039719,2.046402,0.460963,0.950327,-0.574507,1.633857,0.769079,1.511971,2.079952,-1.266143,-4.548534,3.771956,-2.805372,-0.008109,-0.496456,-0.075335,1.512404,0.034806,-5.305573,-0.256988,0.581652,-1.236985,1.922675,0.609327,-4.519453,0.714124,3.462677,0.032316,-2.469053,0.341347,-0.973267,-1.362413,3.603683,2.681881,1.866582,0.396161,0.043002,2.453306,-2.331039,0.350563,2.612826,-0.376644,-2.674844,2.924804,0.117544,1.872634,0.167909,-1.357424,-1.449015,4.780893,-3.324972,-0.422269,4.324803,0.687756,-3.314138,1.894058,1.390689,-0.690255,-0.868235,-0.527482,-5.406357,3.76072,-3.101074,0.367124,-2.927184,-0.359765,2.757679,2.944699,1.450158,4.067471,-2.536564,3.060343,-0.849367,4.624316,4.822846,-1.656826,4.692428,-0.548273,3.089186,0.8752,2.712217,-3.476847,2.541207,2.158182,2.129108,-3.701844,0.867513,2.891288,1.507648,-0.06073,-0.023332,-4.753586,2.513173,3.86369,3.72245,2.652027,4.946066,2.961809,4.508362,1.334703,1.974845,-2.721049,2.227323,1.491527,4.033139,3.753164,-1.030066,5.860279,6.797434,2.14676,1.768848,2.681207,4.939856,4.011227,2.57003,2.97221,3.481236,0.18887,0.388294,4.092288,1.812771,2.768598,1.634224,1.10401,2.496669,2.136858,2.000153,0.130198,6.0061,0.949066,-5.541574,-3.604507,-1.761348,-0.892284,-6.978196,-2.710442,-6.188818,-2.746058,-3.345369,-1.614263
