epoch,train_loss,train_acc,val_loss,val_acc
1,0.02915329888164997,0.99075,0.08486478231400252,0.9741
2,0.022722221054633458,0.9926,0.08254682595324703,0.9769
3,0.01887823230624199,0.9939833333333333,0.08623256793722976,0.977
4,0.015112470982844631,0.9955,0.09258139071068726,0.9753
5,0.01569798043469588,0.9948666666666667,0.08625664940912903,0.9782
