epoch,train_loss,train_acc,val_loss,val_acc
1,0.0664456219236056,0.9791666666666666,0.08775976756159216,0.9745
2,0.04056581772963206,0.9873666666666666,0.08294141895379871,0.9776
3,0.03265746437907219,0.99015,0.08989043739065528,0.9745
4,0.028272348893185455,0.99115,0.08327834862694145,0.9754
5,0.023710419777532417,0.9928,0.0887058856820222,0.9757
